SeniorCitizen,tenure,MonthlyCharges,gender_Male,Partner_Yes,Dependents_Yes,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_prob,Churn,delta_pred,Tenure,MonthlyCharges_or,Risk level,TotalCharges,AvgTotChargesLeft,targeting
0.0,-0.791320501614164,-0.4935610235167579,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36644635,No,0.0,13.0,49.95,Low-medium-risk,587.45,1126.7981016711258,True
0.0,-0.6690886177852331,-1.5240147679735105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.051552303,No,0.0,16.0,18.95,Low-medium-risk,326.8,915.5234576077897,True
0.0,1.0421577558197987,1.181757322309704,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39342892,No,0.0,58.0,100.35,Low-medium-risk,5681.1,-2042.3215592789154,False
0.0,0.6754621043330061,1.2931128075977727,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6355018,Yes,-1.0,49.0,103.7,Low-medium-risk,5036.3,-1408.4976270889072,False
0.0,-0.3023929662984406,1.3529456056630036,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7748238,No,0.0,25.0,105.5,High risk,2686.05,281.69952541778144,False
0.0,1.4903413298592119,1.6105590417771916,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.033151187,No,0.0,69.0,113.25,Low-medium-risk,7895.15,-2816.9952541778143,False
0.0,0.797693988161937,-1.4675060142452372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.027419334,No,0.0,52.0,20.65,Low-medium-risk,1022.95,-1619.7722711522433,False
0.0,1.5718292524118322,1.3928341377064908,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27652028,No,0.0,71.0,106.7,Low-medium-risk,7382.25,-2957.8450168867053,False
0.0,-0.9135523854430948,-0.3190486958265014,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31588417,Yes,-1.0,10.0,55.2,Low-medium-risk,528.35,1338.072745734462,True
0.0,-0.46536881140368175,0.8393807556031058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7051482,No,0.0,21.0,90.05,High risk,1862.9,563.3990508355629,False
1.0,-1.2802480369298874,-0.8359375902233565,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.98932415,Yes,0.0,1.0,39.65,Very high risk,39.65,1971.8966779244702,True
0.0,-0.8320644628904743,-1.495760391109374,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09780303,No,0.0,12.0,19.8,Low-medium-risk,202.25,1197.2229830255712,True
0.0,-1.2802480369298874,-1.4841262359300234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66225314,Yes,-1.0,1.0,20.15,Low-medium-risk,20.15,1971.8966779244702,True
0.0,1.0421577558197987,-0.16281861198951006,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.044796795,No,0.0,58.0,59.9,Low-medium-risk,3505.1,-2042.3215592789154,False
0.0,0.6754621043330061,-0.17279074500038175,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0638054,No,0.0,49.0,59.6,Low-medium-risk,2970.3,-1408.4976270889072,False
0.0,-0.09867315991688919,-0.3157246514895444,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27536738,No,0.0,30.0,55.3,Low-medium-risk,1530.6,-70.42488135444536,False
0.0,0.5939741817803856,1.1485168789401314,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.618001,Yes,-1.0,47.0,99.35,Low-medium-risk,4749.15,-1267.6478643800165,False
0.0,-1.2802480369298874,-1.150059780065818,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.595189,Yes,-1.0,1.0,30.2,Low-medium-risk,30.2,1971.8966779244702,True
0.0,1.6125732136881425,0.8460288442770204,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.018352747,No,0.0,72.0,90.25,Low-medium-risk,6369.45,-3028.2698982411507,False
0.0,-0.6283446565089229,-0.0032644838155611237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.37794584,Yes,-1.0,17.0,64.7,Low-medium-risk,1093.1,845.0985762533444,True
1.0,1.5718292524118322,1.0487955488314133,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.022811562,No,0.0,71.0,96.35,Low-medium-risk,6766.95,-2957.8450168867053,False
1.0,-1.2395040756535771,1.0205411719672768,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.92039806,No,1.0,2.0,95.5,Very high risk,181.65,1901.4717965700247,True
0.0,-0.22090504374582004,0.044934159070319335,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04527132,No,0.0,27.0,66.15,Low-medium-risk,1874.45,140.84976270889072,False
0.0,-1.2802480369298874,-1.4824642137615447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63195217,No,0.0,1.0,20.2,Low-medium-risk,20.2,1971.8966779244702,True
1.0,-1.2802480369298874,-0.6497911073537496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717162,No,1.0,1.0,45.25,High risk,45.25,1971.8966779244702,True
0.0,1.6125732136881425,1.1667991227933967,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.044748317,No,0.0,72.0,99.9,Low-medium-risk,7251.7,-3028.2698982411507,False
0.0,-1.1172721918246462,0.1629377330323022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9394401,Yes,0.0,5.0,69.7,Very high risk,316.9,1690.1971525066888,True
0.0,0.5532302205040753,0.3324639942171226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.59444624,No,0.0,46.0,74.8,Low-medium-risk,3548.3,-1197.2229830255712,False
0.0,0.06430268518835193,1.3811999825271402,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.63258106,Yes,-1.0,34.0,106.35,Low-medium-risk,3549.25,-352.1244067722268,False
0.0,-0.8728084241667845,1.0986562138857725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98557216,Yes,0.0,11.0,97.85,Very high risk,1105.4,1267.6478643800165,True
0.0,-0.9135523854430948,-0.5068572008645872,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.095551714,No,0.0,10.0,49.55,Low-medium-risk,475.7,1338.072745734462,True
0.0,1.5310852911355222,0.14631751134751586,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.028537607,No,0.0,70.0,69.2,Low-medium-risk,4872.35,-2887.42013553226,False
0.0,-0.6283446565089229,-1.4641819699082799,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.037769947,No,0.0,17.0,20.75,Low-medium-risk,418.25,845.0985762533444,True
0.0,1.24587756220135,0.5003282332334644,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.02987836,No,0.0,63.0,79.85,Low-medium-risk,4861.45,-2394.4459660511425,False
0.0,-0.791320501614164,0.3790006149345245,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.51657,No,0.0,13.0,76.2,Low-medium-risk,981.45,1126.7981016711258,True
0.0,0.6754621043330061,0.6548962949019775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.74317485,No,0.0,49.0,84.5,High risk,3906.7,-1408.4976270889072,False
0.0,-1.2395040756535771,-0.5168293338754589,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6277555,No,0.0,2.0,49.25,Low-medium-risk,97.0,1901.4717965700247,True
0.0,-1.2395040756535771,0.526920587929123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.95638853,Yes,0.0,2.0,80.65,Very high risk,144.15,1901.4717965700247,True
0.0,0.797693988161937,0.4970041888965074,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.05825331,No,0.0,52.0,79.75,Low-medium-risk,4217.8,-1619.7722711522433,False
0.0,1.4903413298592119,-0.021546727668825993,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.008966062,No,0.0,69.0,64.15,Low-medium-risk,4254.1,-2816.9952541778143,False
1.0,0.4309983366751445,0.8460288442770204,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.53037405,No,0.0,43.0,90.25,Low-medium-risk,3838.75,-985.9483389622351,False
0.0,-0.7098325790615434,1.1402067680977384,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7779032,Yes,-1.0,15.0,99.1,High risk,1426.4,985.9483389622351,True
1.0,-0.3023929662984406,0.15628964435838757,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.33558312,No,0.0,25.0,69.5,Low-medium-risk,1752.65,281.69952541778144,False
1.0,-0.9950403079957154,0.526920587929123,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.92709833,Yes,0.0,8.0,80.65,Very high risk,633.3,1478.9225084433526,True
1.0,1.1236456783724194,0.33412601638560113,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.076264925,No,0.0,60.0,74.85,Low-medium-risk,4456.35,-2183.171321987806,False
1.0,-0.5876006952326126,1.0188791497987983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9061611,Yes,0.0,18.0,95.45,Very high risk,1752.55,774.6736948988989,True
0.0,1.24587756220135,1.1584890119510036,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.21790403,No,0.0,63.0,99.65,Low-medium-risk,6311.2,-2394.4459660511425,False
1.0,1.368109446030281,1.451004913603243,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25845563,No,0.0,66.0,108.45,Low-medium-risk,7076.35,-2605.7206101144784,False
0.0,0.06430268518835193,-1.3245721077560746,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.02077751,No,0.0,34.0,24.95,Low-medium-risk,894.3,-352.1244067722268,False
0.0,1.6125732136881425,1.419426492402149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.37931517,No,0.0,72.0,107.5,Low-medium-risk,7853.7,-3028.2698982411507,False
0.0,0.5939741817803856,1.1867433888151402,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.87765133,No,1.0,47.0,100.5,High risk,4707.1,-1267.6478643800165,False
0.0,1.1236456783724194,0.8343946890976701,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.53314364,No,0.0,60.0,89.9,Low-medium-risk,5450.7,-2183.171321987806,False
0.0,1.6125732136881425,-0.7544985039679034,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.062318258,No,0.0,72.0,42.1,Low-medium-risk,2962.0,-3028.2698982411507,False
0.0,-0.5876006952326126,-0.3456410505221597,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.07981729,No,0.0,18.0,54.4,Low-medium-risk,957.1,774.6736948988989,True
0.0,-0.9542963467194051,0.9839766842607471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.93357104,Yes,0.0,9.0,94.4,Very high risk,857.25,1408.4976270889072,True
0.0,-1.1987601143772668,0.3490842159019089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8415058,No,1.0,3.0,75.3,High risk,244.1,1831.0469152155795,True
0.0,0.5939741817803856,0.4687498120323708,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3966734,No,0.0,47.0,78.9,Low-medium-risk,3650.35,-1267.6478643800165,False
0.0,-0.05792919864057891,0.4787219450432425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.019016586,No,0.0,31.0,79.2,Low-medium-risk,2497.2,-140.84976270889072,False
0.0,0.7162060656093164,-1.4841262359300234,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012462129,No,0.0,50.0,20.15,Low-medium-risk,930.9,-1478.9225084433526,False
0.0,-0.9135523854430948,0.5003282332334644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6370656,No,0.0,10.0,79.85,Low-medium-risk,887.35,1338.072745734462,True
0.0,-1.2802480369298874,-0.5234774225493735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5525251,No,0.0,1.0,49.05,Low-medium-risk,49.05,1971.8966779244702,True
0.0,0.797693988161937,-1.4758161250876303,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06313416,No,0.0,52.0,20.4,Low-medium-risk,1090.65,-1619.7722711522433,False
1.0,1.2866215234776603,1.5557123102173966,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2847804,No,0.0,64.0,111.6,Low-medium-risk,7099.0,-2464.8708474055875,False
0.0,1.2051336009250397,-1.3478404181147754,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.036526266,No,0.0,62.0,24.25,Low-medium-risk,1424.6,-2324.021084696697,False
0.0,-1.1987601143772668,-0.009912572489475751,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27850178,No,0.0,3.0,64.5,Low-medium-risk,177.4,1831.0469152155795,True
1.0,0.9606698332671781,1.5191478225108668,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11553897,No,0.0,56.0,110.5,Low-medium-risk,6139.5,-1901.4717965700247,False
0.0,0.5532302205040753,-0.30409049631019386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1673175,No,0.0,46.0,55.65,Low-medium-risk,2688.85,-1197.2229830255712,False
0.0,-0.9950403079957154,-0.3373309396797665,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20299084,No,0.0,8.0,54.65,Low-medium-risk,482.25,1478.9225084433526,True
1.0,-0.09867315991688919,0.33080197204864403,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5347409,No,0.0,30.0,74.75,Low-medium-risk,2111.3,-70.42488135444536,False
0.0,0.512486259227765,-1.2929936865549807,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.13294823,No,0.0,45.0,25.9,Low-medium-risk,1216.6,-1126.7981016711258,False
0.0,-1.2802480369298874,0.48370801154867815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9524994,Yes,0.0,1.0,79.35,Very high risk,79.35,1971.8966779244702,True
0.0,-0.8728084241667845,-0.47361675749501453,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49972847,No,0.0,11.0,50.55,Low-medium-risk,565.35,1267.6478643800165,True
0.0,-1.0357842692720256,0.3440981493964733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9101295,Yes,0.0,7.0,75.15,Very high risk,496.9,1549.3473897977979,True
0.0,0.3902543753988342,1.2964368519347298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46191305,No,0.0,42.0,103.8,Low-medium-risk,4327.5,-915.5234576077897,False
0.0,0.6754621043330061,-1.4841262359300234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.018799135,No,0.0,49.0,20.15,Low-medium-risk,973.35,-1408.4976270889072,False
0.0,-0.9542963467194051,1.1468548567716528,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.94357455,No,1.0,9.0,99.3,Very high risk,918.75,1408.4976270889072,True
0.0,0.10504664646466222,-0.08802761440797156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07068359,No,0.0,35.0,62.15,Low-medium-risk,2215.45,-422.5492881266722,False
0.0,0.6347181430566958,-1.4675060142452372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009203572,No,0.0,48.0,20.65,Low-medium-risk,1057.0,-1338.072745734462,False
0.0,0.5532302205040753,-1.4907743246039378,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.005311726,No,0.0,46.0,19.95,Low-medium-risk,927.1,-1197.2229830255712,False
0.0,-0.13941712119319946,-1.0320562061038352,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47473052,No,0.0,29.0,33.75,Low-medium-risk,1009.25,0.0,False
0.0,-0.09867315991688919,0.5734572086465244,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46111238,No,0.0,30.0,82.05,Low-medium-risk,2570.2,-70.42488135444536,False
1.0,-1.2802480369298874,0.32913994988016554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46465957,No,0.0,1.0,74.7,Low-medium-risk,74.7,1971.8966779244702,True
0.0,1.368109446030281,0.6382760732171912,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0016317555,No,0.0,66.0,84.0,Low-medium-risk,5714.25,-2605.7206101144784,False
0.0,1.3273654847539706,1.5374300663641316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3663658,No,0.0,65.0,111.05,Low-medium-risk,7107.0,-2535.295728760033,False
0.0,1.6125732136881425,1.2000395661629695,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.20397714,No,0.0,72.0,100.9,Low-medium-risk,7459.05,-3028.2698982411507,False
0.0,-0.8320644628904743,0.47041183420084937,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5375747,Yes,-1.0,12.0,78.95,Low-medium-risk,927.35,1197.2229830255712,True
